Age,BusinessTravel,DailyRate,Department,DistanceFemaleroMaleHoMalee,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
23,Travel_Femalerequently,913,Sales,26,4,45,7200,5760,Laboratory Technician,16,Human Resources,1,49-3216697,3,Male,1,1,Married,0,Yes,No,12,2,2,80,2,8,5,1,40,20,2,10,Yes
45,Travel_Femalerequently,898,Sales,25,5,102,16320,13056,Sales Executive,14,Medical,1,79-2608190,1,Female,2,1,Married,7,Yes,No,11,3,4,80,2,28,1,4,6,19,7,2,No
34,Non-Travel,1392,Sales,40,3,87,13920,11136,Sales Representative,16,Technical Degree,1,19-7328850,2,Male,3,1,Married,7,Yes,No,19,4,1,80,1,33,2,2,33,10,6,16,Yes
50,Travel_Femalerequently,780,Research & DevelopMaleent,26,5,97,15520,12416,Manufacturing Director,14,Sales,1,13-0650458,1,Male,1,2,Single,3,Yes,No,17,3,4,80,3,2,0,1,5,2,13,1,No
48,Travel_Rarely,374,Research & DevelopMaleent,6,2,48,7680,6144,Healthcare Representative,12,Medical,1,93-1144817,2,Male,3,4,Single,4,Yes,No,18,2,3,80,1,23,5,4,1,8,15,16,No
30,Travel_Rarely,1110,Sales,18,5,144,23040,18432,Research Director,18,Technical Degree,1,10-5264826,2,Female,1,4,Single,4,Yes,No,15,4,4,80,3,18,5,2,6,0,10,12,No
37,Non-Travel,649,Sales,36,4,73,11680,9344,Research Director,16,Sales,1,08-4640583,4,Male,4,1,Married,5,Yes,No,11,1,1,80,3,24,5,2,12,20,14,0,Yes
52,Non-Travel,1256,Sales,29,4,48,7680,6144,Human Resources,16,Human Resources,1,18-2994355,3,Male,4,3,Single,6,Yes,No,25,2,3,80,3,35,0,4,30,19,8,6,No
32,Travel_Femalerequently,513,Research & DevelopMaleent,11,5,108,17280,13824,Sales Executive,16,Human Resources,1,50-8030730,3,Male,3,3,Single,7,Yes,No,22,1,4,80,2,7,4,4,29,0,8,6,No
49,Travel_Rarely,1332,Human Resources,38,1,86,13760,11008,Sales Representative,12,Life Sciences ,1,80-6079612,2,Female,3,1,Married,7,Yes,No,18,1,2,80,0,14,3,2,39,17,3,6,Yes
56,Non-Travel,567,Sales,16,2,90,14400,11520,Research Scientist,20,Sales,1,22-7879948,2,Female,4,1,Single,8,Yes,No,21,4,4,80,0,8,5,2,10,5,8,10,No
39,Non-Travel,1134,Sales,3,1,100,16000,12800,Human Resources,16,Technical Degree,1,19-1624461,4,Female,3,1,Married,3,Yes,No,11,2,3,80,1,40,3,1,36,18,13,13,Yes
48,Travel_Femalerequently,401,Sales,17,3,70,11200,8960,Research Director,20,Technical Degree,1,11-1263556,3,Male,3,1,Married,4,Yes,No,21,2,3,80,2,22,4,4,24,19,3,14,Yes
60,Travel_Femalerequently,808,Human Resources,3,4,65,10400,8320,Sales Executive,16,Medical,1,68-4037123,3,Female,4,4,Single,3,Yes,No,13,2,2,80,3,5,5,2,39,20,10,1,No
23,Travel_Rarely,735,Human Resources,12,1,105,16800,13440,Laboratory Technician,16,Other,1,13-4749593,1,Female,1,4,Married,6,Yes,No,10,4,4,80,0,20,2,4,38,2,8,8,No
37,Travel_Rarely,229,Sales,16,4,112,17920,14336,Research Director,16,Sales,1,57-1450101,4,Female,3,2,Single,3,Yes,No,19,1,3,80,2,21,2,1,33,13,5,1,Yes
21,Non-Travel,1188,Sales,26,1,148,23680,18944,Laboratory Technician,16,Other,1,31-4927390,3,Male,4,3,Single,8,Yes,No,17,3,1,80,1,16,6,4,39,5,1,16,No
18,Travel_Rarely,807,Human Resources,32,3,75,12000,9600,Sales Executive,18,Medical,1,48-7786612,4,Male,1,3,Married,5,Yes,No,20,3,4,80,1,25,5,2,19,19,2,10,No
31,Travel_Rarely,257,Research & DevelopMaleent,35,5,62,9920,7936,Manager,16,Human Resources,1,80-6733305,3,Male,4,3,Single,8,Yes,No,12,2,2,80,3,1,3,3,26,12,15,16,No
24,Non-Travel,1228,Human Resources,32,5,40,6400,5120,Manufacturing Director,14,Sales,1,94-3801535,3,Male,2,4,Married,2,Yes,No,13,3,3,80,3,4,4,4,39,4,5,14,Yes
19,Non-Travel,1127,Sales,1,5,75,12000,9600,Manufacturing Director,14,Sales,1,76-8345114,1,Male,2,2,Married,0,Yes,No,14,2,2,80,2,13,0,4,1,17,3,8,Yes
23,Travel_Rarely,980,Human Resources,2,4,44,7040,5632,Laboratory Technician,14,Life Sciences ,1,68-5878136,3,Female,3,1,Married,0,Yes,No,25,4,3,80,2,0,5,4,33,15,6,13,No
59,Travel_Femalerequently,1099,Human Resources,48,2,71,11360,9088,Sales Representative,12,Life Sciences ,1,51-9485120,3,Female,3,2,Single,0,Yes,No,11,2,1,80,0,19,3,2,20,10,13,15,Yes
33,Travel_Rarely,302,Human Resources,8,3,94,15040,12032,Sales Representative,18,Life Sciences ,1,88-6875171,4,Female,1,2,Single,6,Yes,No,25,2,4,80,2,3,1,4,19,10,5,11,No
29,Non-Travel,689,Sales,41,2,108,17280,13824,Manager,14,Human Resources,1,48-5538644,1,Male,1,3,Single,7,Yes,No,19,2,1,80,0,32,2,4,29,4,0,10,Yes
46,Non-Travel,890,Sales,39,5,129,20640,16512,Manufacturing Director,14,Medical,1,19-0731790,3,Female,2,4,Married,4,Yes,No,11,2,4,80,3,25,0,4,7,18,12,11,No
39,Non-Travel,288,Sales,19,2,132,21120,16896,Sales Executive,16,Medical,1,70-0453552,3,Male,3,3,Single,0,Yes,No,17,3,4,80,1,40,6,2,4,12,0,4,No
22,Travel_Femalerequently,183,Research & DevelopMaleent,25,1,137,21920,17536,Laboratory Technician,18,Human Resources,1,72-8376645,3,Female,3,4,Married,1,Yes,No,17,4,2,80,0,7,6,1,0,13,9,3,Yes
39,Travel_Rarely,459,Sales,29,3,129,20640,16512,Manufacturing Director,16,Other,1,37-8340886,2,Male,4,4,Single,4,Yes,No,14,4,4,80,2,25,4,2,40,10,6,1,No
46,Travel_Femalerequently,372,Research & DevelopMaleent,30,1,95,15200,12160,Sales Representative,14,Human Resources,1,51-9761916,2,Female,3,1,Single,0,Yes,No,20,2,2,80,1,19,2,2,32,4,1,16,No
39,Travel_Femalerequently,488,Research & DevelopMaleent,25,3,137,21920,17536,Sales Executive,14,Life Sciences ,1,83-0077653,1,Female,4,1,Single,2,Yes,No,12,4,2,80,1,32,6,2,22,3,5,0,Yes
24,Travel_Rarely,265,Human Resources,19,1,120,19200,15360,Healthcare Representative,14,Sales,1,93-4338325,1,Female,2,3,Single,4,Yes,No,13,1,4,80,0,22,4,1,6,18,9,9,No
25,Travel_Femalerequently,105,Human Resources,14,1,79,12640,10112,Laboratory Technician,18,Medical,1,15-2165493,4,Male,1,4,Single,4,Yes,No,24,2,2,80,0,1,5,3,1,11,12,2,Yes
35,Travel_Femalerequently,1492,Human Resources,9,1,135,21600,17280,Laboratory Technician,18,Technical Degree,1,49-4036270,2,Female,3,4,Single,7,Yes,No,19,3,3,80,0,12,3,3,3,14,3,6,Yes
57,Travel_Femalerequently,1030,Research & DevelopMaleent,20,4,116,18560,14848,Manufacturing Director,16,Human Resources,1,86-6788419,3,Female,1,2,Married,4,Yes,No,16,3,3,80,3,29,2,3,7,11,6,8,Yes
31,Travel_Femalerequently,536,Human Resources,27,2,90,14400,11520,Healthcare Representative,12,Life Sciences ,1,84-3406344,3,Male,1,2,Married,8,Yes,No,17,1,3,80,0,17,4,3,24,17,13,11,Yes
54,Non-Travel,929,Human Resources,25,5,120,19200,15360,Sales Executive,16,Other,1,17-9640598,2,Male,1,2,Married,8,Yes,No,11,1,4,80,2,27,5,2,19,1,4,4,No
20,Travel_Femalerequently,1438,Human Resources,26,2,62,9920,7936,Laboratory Technician,14,Other,1,93-3286719,3,Male,3,4,Single,1,Yes,No,12,1,1,80,1,37,0,3,4,1,7,7,Yes
26,Non-Travel,1158,Sales,13,3,85,13600,10880,Sales Executive,14,Medical,1,01-9416524,4,Female,4,3,Married,1,Yes,No,25,3,4,80,2,2,5,2,32,16,5,6,No
22,Non-Travel,1385,Research & DevelopMaleent,27,2,126,20160,16128,Manager,16,Life Sciences ,1,15-1621717,1,Male,1,1,Single,7,Yes,No,22,3,2,80,1,19,6,3,14,10,3,10,Yes
24,Non-Travel,1001,Sales,17,2,53,8480,6784,Research Scientist,16,Life Sciences ,1,61-7101150,4,Male,3,4,Single,8,Yes,No,20,1,3,80,0,25,2,3,6,7,7,0,Yes
45,Travel_Rarely,258,Human Resources,10,3,76,12160,9728,Research Scientist,20,Human Resources,1,59-5029039,4,Male,4,4,Married,2,Yes,No,10,1,3,80,1,31,6,2,31,2,5,3,No
45,Travel_Rarely,319,Human Resources,42,1,41,6560,5248,Sales Representative,14,Life Sciences ,1,52-7034081,2,Female,2,2,Married,4,Yes,No,24,1,3,80,1,0,2,1,1,16,6,10,Yes
57,Non-Travel,400,Human Resources,7,5,56,8960,7168,Human Resources,16,Life Sciences ,1,01-5146563,2,Female,3,2,Married,7,Yes,No,11,1,2,80,3,13,2,2,15,0,7,13,Yes
42,Travel_Rarely,1137,Sales,21,5,150,24000,19200,Manufacturing Director,16,Other,1,10-7379538,1,Female,2,3,Married,1,Yes,No,25,2,3,80,2,10,3,1,8,3,13,4,No
47,Travel_Femalerequently,850,Research & DevelopMaleent,42,5,37,5920,4736,Manager,14,Sales,1,72-7754507,2,Female,4,4,Married,5,Yes,No,23,4,1,80,2,13,0,4,1,19,12,0,Yes
55,Travel_Rarely,374,Sales,27,2,105,16800,13440,Research Director,20,Life Sciences ,1,26-9396249,3,Male,3,3,Married,0,Yes,No,15,4,4,80,1,35,5,3,24,19,9,2,No
37,Non-Travel,869,Sales,5,3,33,5280,4224,Sales Representative,18,Medical,1,95-7101860,3,Female,1,1,Married,0,Yes,No,19,2,4,80,1,26,0,2,6,10,2,10,No
22,Travel_Rarely,246,Human Resources,32,3,87,13920,11136,Manager,14,Technical Degree,1,03-1475990,1,Male,3,2,Married,0,Yes,No,17,4,3,80,2,27,2,4,26,5,6,11,No
59,Non-Travel,649,Sales,16,5,143,22880,18304,Human Resources,12,Sales,1,75-9114571,4,Male,2,1,Single,7,Yes,No,13,3,1,80,2,5,0,4,38,11,1,13,No
25,Non-Travel,160,Human Resources,31,3,133,21280,17024,Sales Executive,14,Life Sciences ,1,67-1301758,3,Male,3,3,Married,8,Yes,No,22,1,2,80,2,7,5,2,27,4,9,17,Yes
31,Travel_Rarely,836,Research & DevelopMaleent,7,1,50,8000,6400,Laboratory Technician,16,Human Resources,1,41-6456331,1,Female,3,1,Married,7,Yes,No,23,3,1,80,0,27,3,3,5,20,9,5,Yes
56,Travel_Femalerequently,1060,Human Resources,43,3,51,8160,6528,Manufacturing Director,14,Other,1,52-3820197,4,Female,1,1,Single,6,Yes,No,20,4,4,80,2,25,4,2,26,15,10,12,No
18,Travel_Rarely,456,Research & DevelopMaleent,46,5,37,5920,4736,Research Director,20,Technical Degree,1,10-2178372,2,Female,4,1,Single,6,Yes,No,13,3,4,80,2,23,3,4,22,0,6,16,No
28,Travel_Femalerequently,436,Human Resources,35,3,41,6560,5248,Sales Representative,16,Sales,1,50-7316483,3,Male,2,1,Married,3,Yes,No,16,3,3,80,1,23,5,1,39,15,3,16,No
34,Travel_Rarely,559,Human Resources,2,1,49,7840,6272,Sales Representative,14,Life Sciences ,1,06-3668652,3,Female,2,4,Married,0,Yes,No,17,4,1,80,0,6,1,3,18,9,9,16,No
34,Non-Travel,365,Sales,36,4,121,19360,15488,Research Scientist,16,Other,1,72-1690800,4,Female,4,3,Married,6,Yes,No,19,2,3,80,2,28,6,2,34,8,11,8,Yes
34,Non-Travel,1212,Human Resources,24,3,64,10240,8192,Healthcare Representative,12,Technical Degree,1,10-1558800,1,Female,3,1,Single,6,Yes,No,22,2,2,80,2,13,1,4,17,10,2,13,Yes
54,Non-Travel,537,Sales,44,3,105,16800,13440,Research Director,20,Technical Degree,1,31-6757663,2,Female,3,1,Single,2,Yes,No,24,3,3,80,1,9,4,4,5,11,5,15,Yes
32,Non-Travel,547,Research & DevelopMaleent,43,5,63,10080,8064,Manufacturing Director,14,Other,1,32-8401065,3,Female,1,2,Married,2,Yes,No,12,3,4,80,2,18,2,3,23,19,1,4,No
57,Non-Travel,493,Sales,12,3,67,10720,8576,Sales Representative,14,Sales,1,55-4567046,1,Male,2,2,Single,2,Yes,No,14,2,2,80,2,36,6,4,39,11,6,11,Yes
22,Travel_Femalerequently,105,Research & DevelopMaleent,24,1,74,11840,9472,Laboratory Technician,14,Other,1,84-8016445,2,Male,1,4,Married,0,Yes,No,20,1,1,80,0,7,0,4,25,6,0,2,No
60,Travel_Femalerequently,871,Sales,3,1,53,8480,6784,Human Resources,14,Sales,1,13-3453240,3,Male,2,3,Single,6,Yes,No,16,2,4,80,1,8,5,1,10,2,8,3,No
42,Non-Travel,1172,Sales,12,3,114,18240,14592,Sales Executive,16,Other,1,81-1414111,2,Female,4,4,Married,8,Yes,No,21,3,4,80,2,7,2,1,3,13,13,11,No
37,Travel_Rarely,493,Sales,15,1,74,11840,9472,Sales Representative,14,Other,1,58-3678849,1,Male,4,2,Married,3,Yes,No,17,3,3,80,1,34,5,4,32,5,11,13,No
45,Travel_Rarely,146,Human Resources,20,3,92,14720,11776,Laboratory Technician,16,Technical Degree,1,57-6613590,3,Female,4,2,Single,5,Yes,No,11,1,3,80,1,7,3,3,33,19,3,8,Yes
41,Travel_Rarely,1185,Research & DevelopMaleent,49,3,75,12000,9600,Manufacturing Director,16,Sales,1,44-1288059,3,Female,2,2,Married,5,Yes,No,11,2,4,80,1,29,3,3,28,8,2,7,No
55,Travel_Rarely,1224,Human Resources,43,2,48,7680,6144,Human Resources,14,Sales,1,28-4960555,2,Female,4,4,Single,4,Yes,No,17,2,2,80,1,1,3,2,39,18,7,10,Yes
46,Travel_Femalerequently,159,Human Resources,20,4,90,14400,11520,Manufacturing Director,14,Sales,1,98-8094585,3,Male,4,1,Married,6,Yes,No,22,2,4,80,3,7,2,1,13,17,5,1,No
23,Travel_Femalerequently,1444,Sales,31,5,61,9760,7808,Sales Executive,18,Technical Degree,1,53-9364352,3,Male,4,1,Single,4,Yes,No,25,1,3,80,3,17,6,2,10,16,9,4,No
56,Travel_Femalerequently,237,Sales,16,1,90,14400,11520,Sales Representative,14,Life Sciences ,1,64-4485019,1,Male,3,3,Married,4,Yes,No,14,3,3,80,1,40,4,4,16,12,0,6,Yes
39,Travel_Femalerequently,528,Research & DevelopMaleent,3,4,68,10880,8704,Sales Executive,16,Human Resources,1,44-4845209,2,Male,2,3,Married,2,Yes,No,13,2,4,80,3,32,5,3,40,0,6,7,No
57,Travel_Femalerequently,421,Research & DevelopMaleent,50,1,150,24000,19200,Sales Representative,18,Other,1,42-3589340,1,Female,4,3,Single,0,Yes,No,25,1,2,80,0,19,2,3,17,1,9,7,No
24,Travel_Femalerequently,1467,Research & DevelopMaleent,3,2,34,5440,4352,Laboratory Technician,16,Other,1,66-7294467,3,Female,4,3,Married,1,Yes,No,24,1,4,80,1,2,3,4,15,13,10,0,No
31,Non-Travel,982,Human Resources,12,5,43,6880,5504,Sales Executive,14,Sales,1,33-3137456,1,Male,1,2,Single,0,Yes,No,20,1,3,80,3,28,0,2,35,11,13,9,Yes
40,Non-Travel,832,Human Resources,9,5,140,22400,17920,Manufacturing Director,14,Life Sciences ,1,88-5491352,3,Male,3,1,Married,6,Yes,No,11,1,1,80,3,38,4,2,12,2,4,12,No
52,Travel_Femalerequently,489,Research & DevelopMaleent,36,1,37,5920,4736,Laboratory Technician,16,Technical Degree,1,67-2802237,4,Female,1,4,Single,5,Yes,No,11,1,4,80,0,10,4,3,8,7,14,13,No
37,Travel_Rarely,161,Sales,20,4,149,23840,19072,Manager,16,Medical,1,87-7255479,3,Female,3,1,Single,1,Yes,No,25,2,1,80,3,3,0,1,14,19,11,10,No
22,Travel_Femalerequently,528,Human Resources,16,1,99,15840,12672,Healthcare Representative,16,Sales,1,00-0526032,4,Female,1,3,Married,5,Yes,No,18,3,3,80,1,20,4,1,26,14,14,4,No
55,Non-Travel,221,Human Resources,44,5,37,5920,4736,Sales Executive,16,Other,1,76-3686993,2,Male,1,3,Single,3,Yes,No,19,2,1,80,3,35,0,4,7,13,11,16,No
48,Travel_Rarely,1314,Sales,23,3,32,5120,4096,Sales Representative,12,Technical Degree,1,04-0618141,4,Female,3,2,Single,4,Yes,No,14,1,2,80,2,1,3,3,32,13,9,12,Yes
30,Travel_Femalerequently,540,Research & DevelopMaleent,36,3,127,20320,16256,Sales Executive,14,Human Resources,1,60-9213761,4,Female,4,1,Single,6,Yes,No,11,3,3,80,1,37,1,2,12,11,3,15,No
35,Travel_Femalerequently,282,Research & DevelopMaleent,43,1,58,9280,7424,Sales Representative,16,Technical Degree,1,41-7398545,4,Male,1,2,Married,0,Yes,No,22,4,4,80,1,38,0,2,26,16,2,4,No
18,Travel_Femalerequently,134,Human Resources,43,2,137,21920,17536,Sales Executive,16,Human Resources,1,92-2038286,1,Male,3,3,Single,3,Yes,No,17,3,1,80,1,38,4,4,40,7,13,9,No
33,Travel_Rarely,792,Sales,8,3,110,17600,14080,Research Director,18,Technical Degree,1,16-3577775,2,Male,1,2,Single,1,Yes,No,20,1,2,80,2,2,6,1,4,6,0,5,No
28,Non-Travel,397,Research & DevelopMaleent,25,5,148,23680,18944,Manager,16,Other,1,13-4454930,1,Male,1,2,Single,3,Yes,No,12,4,3,80,2,5,3,2,25,8,2,9,Yes
40,Travel_Rarely,1412,Human Resources,24,3,61,9760,7808,Manager,18,Sales,1,77-4172678,1,Male,1,1,Single,4,Yes,No,25,3,4,80,2,2,0,3,34,13,11,16,No
21,Travel_Femalerequently,1098,Sales,30,5,69,11040,8832,Research Director,18,Sales,1,79-1640269,1,Female,4,4,Single,2,Yes,No,20,1,2,80,3,25,4,4,9,8,11,3,Yes
33,Travel_Rarely,1305,Human Resources,1,1,45,7200,5760,Sales Representative,16,Sales,1,41-9039774,4,Female,3,1,Married,1,Yes,No,18,2,2,80,1,38,5,4,33,1,3,1,Yes
22,Travel_Femalerequently,1273,Sales,15,1,112,17920,14336,Sales Representative,16,Sales,1,66-6147542,3,Male,1,3,Single,0,Yes,No,18,2,2,80,0,20,5,1,2,17,2,17,Yes
38,Travel_Rarely,566,Human Resources,25,2,67,10720,8576,Research Director,16,Medical,1,02-8231878,1,Female,4,4,Single,8,Yes,No,24,2,2,80,0,20,2,2,30,7,12,13,Yes
18,Non-Travel,498,Sales,43,3,92,14720,11776,Laboratory Technician,16,Life Sciences ,1,15-3952943,1,Female,1,2,Married,4,Yes,No,11,1,2,80,1,5,6,2,26,12,6,15,Yes
26,Travel_Femalerequently,985,Research & DevelopMaleent,24,3,109,17440,13952,Manufacturing Director,14,Human Resources,1,73-3433197,4,Male,4,3,Single,7,Yes,No,15,3,1,80,1,40,1,2,8,11,10,13,No
49,Travel_Femalerequently,945,Research & DevelopMaleent,32,5,67,10720,8576,Human Resources,14,Human Resources,1,00-1936958,2,Female,4,3,Single,1,Yes,No,15,3,4,80,3,10,3,4,2,13,15,13,No
22,Travel_Femalerequently,874,Sales,11,4,48,7680,6144,Laboratory Technician,14,Human Resources,1,01-3746217,2,Female,1,4,Married,3,Yes,No,18,2,1,80,3,36,2,1,18,19,10,7,No
36,Non-Travel,286,Sales,3,3,97,15520,12416,Manager,14,Life Sciences ,1,17-7544200,2,Female,3,4,Married,2,Yes,No,10,3,3,80,1,4,4,3,1,13,10,4,No
50,Travel_Rarely,128,Human Resources,18,2,119,19040,15232,Sales Executive,14,Technical Degree,1,21-3886418,4,Male,1,1,Single,4,Yes,No,24,3,1,80,0,17,0,2,15,6,5,14,Yes
39,Travel_Femalerequently,682,Research & DevelopMaleent,2,3,39,6240,4992,Laboratory Technician,18,Human Resources,1,62-7167847,2,Male,2,3,Single,5,Yes,No,20,4,3,80,1,23,5,3,37,4,4,6,No
20,Travel_Rarely,612,Human Resources,30,3,39,6240,4992,Human Resources,14,Other,1,55-1538787,2,Female,1,3,Single,7,Yes,No,15,3,3,80,2,29,6,4,38,8,14,17,Yes
31,Travel_Femalerequently,428,Research & DevelopMaleent,8,3,56,8960,7168,Research Director,20,Other,1,39-4416227,1,Male,1,2,Married,5,Yes,No,18,4,1,80,1,13,5,4,17,14,1,3,No
53,Non-Travel,202,Research & DevelopMaleent,6,4,150,24000,19200,Research Scientist,20,Human Resources,1,53-3561309,4,Female,4,2,Married,0,Yes,No,15,3,3,80,2,31,5,4,15,9,10,15,Yes
52,Travel_Femalerequently,472,Sales,20,1,129,20640,16512,Laboratory Technician,16,Medical,1,16-6684529,1,Female,1,3,Single,3,Yes,No,20,2,3,80,1,35,4,4,37,19,9,9,Yes
57,Non-Travel,835,Research & DevelopMaleent,25,1,55,8800,7040,Laboratory Technician,14,Sales,1,52-8937637,4,Male,4,3,Single,6,Yes,No,25,3,2,80,1,26,6,1,23,18,5,0,Yes
35,Non-Travel,163,Sales,34,2,113,18080,14464,Sales Executive,18,Medical,1,36-9623696,1,Male,1,4,Single,6,Yes,No,10,2,2,80,0,0,6,3,21,19,3,3,Yes
60,Non-Travel,596,Human Resources,32,3,67,10720,8576,Manufacturing Director,16,Human Resources,1,65-3918097,1,Female,1,2,Single,6,Yes,No,17,4,3,80,2,17,6,2,38,16,0,11,No
43,Non-Travel,1109,Sales,28,4,66,10560,8448,Healthcare Representative,16,Technical Degree,1,55-4292062,4,Male,2,4,Single,6,Yes,No,12,3,3,80,3,28,5,3,4,20,13,16,No
41,Travel_Rarely,739,Sales,15,5,87,13920,11136,Sales Executive,16,Sales,1,62-1866043,2,Male,3,3,Married,1,Yes,No,13,3,3,80,3,29,0,1,0,2,0,3,No
44,Non-Travel,1241,Research & DevelopMaleent,25,1,36,5760,4608,Sales Representative,16,Life Sciences ,1,11-4794088,4,Female,2,1,Single,8,Yes,No,14,3,1,80,0,27,1,4,26,1,15,2,Yes
33,Travel_Rarely,1359,Research & DevelopMaleent,46,4,116,18560,14848,Research Scientist,20,Human Resources,1,40-7741443,3,Male,4,3,Single,0,Yes,No,13,3,3,80,2,39,3,3,40,12,3,7,No
33,Travel_Rarely,1223,Human Resources,8,1,80,12800,10240,Human Resources,14,Other,1,64-9861759,1,Female,3,2,Single,6,Yes,No,11,2,3,80,0,3,6,1,10,16,12,17,Yes
57,Travel_Femalerequently,1099,Human Resources,4,3,81,12960,10368,Laboratory Technician,16,Human Resources,1,75-3248465,3,Male,1,2,Single,4,Yes,No,25,3,2,80,2,18,1,2,10,7,2,8,Yes
42,Non-Travel,429,Human Resources,4,1,135,21600,17280,Laboratory Technician,16,Sales,1,52-3619351,2,Male,3,2,Married,8,Yes,No,19,1,2,80,0,24,3,1,24,13,0,0,Yes
41,Travel_Rarely,550,Sales,16,3,130,20800,16640,Research Scientist,20,Human Resources,1,25-2179751,3,Female,2,3,Single,7,Yes,No,19,2,1,80,2,35,2,3,1,1,15,4,No
59,Non-Travel,1119,Sales,19,3,59,9440,7552,Sales Executive,14,Life Sciences ,1,62-3749898,2,Male,3,2,Married,0,Yes,No,18,3,1,80,2,28,1,1,39,19,10,5,No
40,Non-Travel,1209,Sales,42,3,133,21280,17024,Sales Executive,16,Medical,1,11-3469518,2,Female,2,2,Single,4,Yes,No,25,2,3,80,1,34,1,1,7,11,11,12,No
45,Travel_Femalerequently,1257,Research & DevelopMaleent,9,1,137,21920,17536,Laboratory Technician,14,Sales,1,93-3633581,2,Female,4,1,Single,0,Yes,No,13,4,3,80,1,15,5,3,11,2,13,8,No
45,Travel_Rarely,1153,Sales,24,1,108,17280,13824,Human Resources,14,Medical,1,39-3492697,2,Female,4,2,Single,7,Yes,No,18,2,2,80,0,37,0,3,15,16,12,5,Yes
52,Travel_Rarely,703,Sales,19,4,87,13920,11136,Research Director,20,Life Sciences ,1,25-0490799,1,Male,2,4,Single,7,Yes,No,19,1,1,80,3,31,0,2,39,20,14,6,Yes
32,Travel_Femalerequently,839,Sales,24,3,128,20480,16384,Sales Executive,16,Other,1,01-0320224,3,Male,4,2,Married,5,Yes,No,11,2,2,80,2,13,2,2,0,15,13,11,No
32,Non-Travel,356,Sales,3,3,43,6880,5504,Sales Representative,14,Sales,1,62-9302717,1,Male,1,1,Married,4,Yes,No,18,2,4,80,2,30,0,2,13,12,8,7,No
35,Travel_Femalerequently,1114,Sales,13,4,138,22080,17664,Sales Executive,16,Medical,1,13-0489936,3,Male,3,3,Married,1,Yes,No,12,1,1,80,3,19,0,1,5,3,2,8,Yes
24,Travel_Femalerequently,725,Human Resources,41,3,141,22560,18048,Research Scientist,20,Human Resources,1,48-5050923,3,Male,3,2,Single,0,Yes,No,21,4,4,80,2,22,0,3,25,14,0,0,No
22,Non-Travel,1101,Sales,11,4,40,6400,5120,Human Resources,14,Sales,1,65-9976436,2,Female,3,1,Married,3,Yes,No,20,2,2,80,3,39,4,2,19,7,0,7,Yes
58,Non-Travel,565,Research & DevelopMaleent,22,4,64,10240,8192,Sales Executive,18,Other,1,01-2100352,4,Male,4,4,Married,1,Yes,No,14,4,1,80,2,17,2,1,13,3,5,15,No
18,Non-Travel,1174,Sales,33,3,150,24000,19200,Manufacturing Director,14,Other,1,61-3809393,2,Male,4,4,Married,2,Yes,No,25,3,2,80,2,38,0,3,6,3,15,14,Yes
32,Travel_Rarely,197,Sales,20,5,68,10880,8704,Research Director,18,Sales,1,95-3537253,3,Female,2,4,Single,5,Yes,No,17,3,2,80,2,35,0,2,1,0,6,15,No
50,Travel_Rarely,764,Research & DevelopMaleent,42,2,125,20000,16000,Manufacturing Director,16,Sales,1,65-6051306,1,Female,3,2,Single,3,Yes,No,10,3,1,80,1,1,4,4,2,7,2,14,Yes
34,Non-Travel,500,Research & DevelopMaleent,12,2,44,7040,5632,Laboratory Technician,18,Human Resources,1,87-1713171,2,Female,1,3,Married,5,Yes,No,16,3,4,80,0,3,4,4,23,20,10,5,No
24,Travel_Femalerequently,1105,Research & DevelopMaleent,3,4,127,20320,16256,Manager,14,Life Sciences ,1,18-1294040,4,Male,4,4,Single,7,Yes,No,19,3,4,80,3,4,2,1,12,11,10,13,No
19,Non-Travel,556,Human Resources,28,1,33,5280,4224,Healthcare Representative,16,Other,1,49-2662483,4,Female,2,1,Single,3,Yes,No,23,4,1,80,0,33,0,4,9,12,2,12,No
34,Non-Travel,1085,Research & DevelopMaleent,49,5,54,8640,6912,Human Resources,14,Human Resources,1,29-6102774,4,Male,3,1,Single,4,Yes,No,21,2,4,80,3,9,2,3,31,16,14,9,No
29,Travel_Rarely,739,Sales,9,5,91,14560,11648,Human Resources,14,Human Resources,1,41-1002497,3,Male,3,4,Married,4,Yes,No,19,3,3,80,3,3,0,2,14,19,4,1,No
42,Travel_Rarely,283,Human Resources,19,1,63,10080,8064,Healthcare Representative,16,Medical,1,73-9179237,4,Female,1,2,Married,6,Yes,No,25,2,3,80,1,34,5,1,1,2,5,8,Yes
45,Travel_Rarely,235,Human Resources,14,4,119,19040,15232,Manufacturing Director,14,Life Sciences ,1,92-7957481,4,Male,3,3,Single,8,Yes,No,13,4,3,80,3,23,6,4,27,15,10,10,Yes
50,Non-Travel,965,Sales,22,5,65,10400,8320,Manufacturing Director,16,Life Sciences ,1,62-3472909,1,Female,1,2,Single,5,Yes,No,11,1,3,80,2,0,3,2,35,5,8,17,Yes
