Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
55,Travel_Frequently,618,Research & Development,30,1,67,10720,8576,Laboratory Technician,16,Other,1,18-5496397,3,Male,1,4,Single,8,Yes,No,22,2,3,80,0,33,4,3,13,13,8,5,No
27,Travel_Frequently,1175,Human Resources,24,1,49,7840,6272,Laboratory Technician,14,Life Sciences,1,10-6914644,1,Male,3,2,Married,5,Yes,No,11,2,2,80,1,22,2,3,34,13,14,14,Yes
28,Travel_Rarely,548,Human Resources,25,4,136,21760,17408,Manager,16,Human Resources,1,29-6682537,4,Male,2,4,Single,7,Yes,No,24,1,1,80,2,35,5,2,36,17,2,15,Yes
25,Travel_Frequently,1461,Research & Development,25,2,33,5280,4224,Sales Representative,18,Life Sciences,1,91-8345258,4,Male,1,1,Single,7,Yes,No,20,2,3,80,1,19,5,2,11,1,9,16,Yes
21,Travel_Frequently,558,Sales,30,3,142,22720,18176,Research Director,20,Other,1,85-3169621,4,Male,2,1,Single,4,Yes,No,19,2,2,80,1,23,5,1,23,18,0,2,Yes
59,Travel_Frequently,118,Human Resources,31,5,140,22400,17920,Sales Executive,14,Sales,1,84-0401865,1,Female,2,3,Married,2,Yes,No,22,3,4,80,2,14,3,1,21,9,3,8,No
47,Non-Travel,683,Human Resources,22,4,144,23040,18432,Manager,16,Medical,1,15-5753967,4,Male,3,4,Married,5,Yes,No,15,3,4,80,3,27,6,3,22,2,14,17,No
50,Travel_Frequently,721,Sales,11,5,77,12320,9856,Human Resources,16,Life Sciences,1,49-8079898,3,Female,1,4,Single,1,Yes,No,16,4,4,80,2,9,6,3,15,13,11,11,No
55,Non-Travel,389,Sales,33,5,32,5120,4096,Manufacturing Director,16,Sales,1,86-2157003,3,Female,1,3,Single,5,Yes,No,22,4,2,80,2,29,2,2,14,2,9,0,No
20,Travel_Frequently,1053,Sales,6,4,39,6240,4992,Sales Representative,16,Medical,1,21-8391016,2,Female,3,2,Married,8,Yes,No,12,2,1,80,3,34,2,3,7,2,12,2,No
50,Non-Travel,276,Human Resources,24,4,98,15680,12544,Healthcare Representative,14,Life Sciences,1,97-0182346,1,Male,3,4,Single,4,Yes,No,13,3,4,80,2,40,4,1,7,20,4,14,No
18,Travel_Rarely,1491,Human Resources,14,1,142,22720,18176,Sales Representative,16,Other,1,75-5102269,1,Male,1,4,Married,6,Yes,No,10,2,4,80,0,11,1,1,27,0,5,17,No
37,Non-Travel,398,Human Resources,8,2,135,21600,17280,Manufacturing Director,14,Human Resources,1,43-5695900,1,Male,3,2,Single,2,Yes,No,22,2,3,80,0,24,3,3,8,16,13,4,Yes
20,Travel_Frequently,1110,Sales,24,3,145,23200,18560,Sales Executive,14,Medical,1,75-3218765,3,Female,1,4,Married,1,Yes,No,13,1,1,80,2,24,2,2,5,11,2,11,Yes
55,Non-Travel,900,Human Resources,6,5,132,21120,16896,Research Scientist,20,Other,1,40-9633919,4,Female,1,2,Single,8,Yes,No,13,3,1,80,2,15,5,4,5,12,6,9,No
53,Non-Travel,1472,Research & Development,23,2,78,12480,9984,Sales Representative,12,Medical,1,25-3503531,2,Male,4,2,Married,2,Yes,No,22,2,2,80,1,20,2,4,14,16,0,3,No
30,Travel_Frequently,1348,Sales,16,2,49,7840,6272,Sales Representative,18,Other,1,96-8671575,1,Female,1,1,Married,6,Yes,No,14,2,3,80,1,14,3,4,30,3,6,11,No
57,Travel_Frequently,167,Sales,40,3,81,12960,10368,Research Director,20,Life Sciences,1,97-1074474,1,Female,2,1,Single,4,Yes,No,14,3,3,80,2,40,2,2,6,17,8,4,Yes
50,Non-Travel,1466,Human Resources,33,4,95,15200,12160,Sales Executive,16,Life Sciences,1,46-6440275,1,Male,1,2,Single,3,Yes,No,18,3,3,80,2,16,5,1,28,13,11,15,No
34,Non-Travel,1398,Research & Development,45,3,124,19840,15872,Sales Executive,18,Technical Degree,1,11-2647839,2,Female,1,2,Married,4,Yes,No,22,4,3,80,2,10,3,3,23,16,14,3,No
31,Travel_Rarely,324,Human Resources,36,1,123,19680,15744,Laboratory Technician,16,Medical,1,65-8291658,1,Male,1,1,Married,2,Yes,No,14,3,2,80,0,7,3,1,40,11,2,3,Yes
40,Travel_Frequently,1204,Human Resources,29,5,51,8160,6528,Sales Executive,18,Sales,1,79-6602224,4,Female,2,4,Single,3,Yes,No,16,4,3,80,2,29,2,3,25,0,15,1,Yes
54,Travel_Frequently,707,Human Resources,16,4,129,20640,16512,Sales Executive,16,Technical Degree,1,67-8319083,3,Male,4,2,Single,2,Yes,No,11,3,3,80,2,28,6,1,25,18,7,16,No
32,Travel_Rarely,808,Human Resources,21,5,39,6240,4992,Research Director,16,Technical Degree,1,51-3694172,1,Female,3,4,Single,8,Yes,No,19,3,3,80,3,11,5,1,35,0,14,10,Yes
52,Travel_Frequently,1048,Sales,34,4,87,13920,11136,Human Resources,14,Medical,1,76-3339326,1,Female,1,3,Single,8,Yes,No,16,1,1,80,2,27,6,4,14,20,7,2,Yes
34,Travel_Rarely,239,Human Resources,16,2,137,21920,17536,Research Scientist,20,Human Resources,1,89-9189488,3,Female,3,3,Married,4,Yes,No,24,4,2,80,0,2,3,1,8,5,4,11,No
38,Non-Travel,251,Sales,13,1,133,21280,17024,Sales Representative,12,Other,1,71-0516052,2,Female,3,2,Married,1,Yes,No,21,4,3,80,0,35,2,3,10,11,8,11,Yes
44,Travel_Frequently,462,Sales,11,2,88,14080,11264,Research Scientist,18,Life Sciences,1,35-4454619,2,Female,3,2,Married,5,Yes,No,14,4,4,80,0,39,4,3,22,18,10,2,No
45,Non-Travel,357,Human Resources,25,1,57,9120,7296,Healthcare Representative,14,Other,1,81-2054934,1,Male,2,4,Married,7,Yes,No,12,3,3,80,1,27,3,1,5,8,0,5,No
51,Travel_Rarely,1436,Research & Development,1,3,102,16320,13056,Manager,18,Sales,1,00-1365536,2,Female,3,2,Married,7,Yes,No,12,4,4,80,1,12,3,4,38,9,11,13,No
24,Non-Travel,402,Human Resources,48,3,87,13920,11136,Research Director,16,Human Resources,1,26-2628973,2,Male,1,2,Single,0,Yes,No,24,4,4,80,2,17,6,3,16,18,3,12,No
43,Travel_Rarely,972,Research & Development,20,1,140,22400,17920,Sales Representative,16,Life Sciences,1,90-9904640,2,Female,4,4,Married,4,Yes,No,15,1,1,80,1,8,3,3,17,18,8,12,Yes
32,Travel_Rarely,963,Research & Development,40,1,108,17280,13824,Human Resources,14,Life Sciences,1,13-3763792,3,Female,2,4,Single,3,Yes,No,24,1,2,80,0,9,2,4,4,11,2,13,Yes
59,Travel_Frequently,1198,Sales,36,3,77,12320,9856,Manager,18,Technical Degree,1,94-1787824,2,Female,4,4,Single,3,Yes,No,16,2,2,80,1,24,4,3,3,8,13,2,Yes
52,Non-Travel,582,Research & Development,16,4,134,21440,17152,Manager,16,Life Sciences,1,23-3206490,2,Male,1,3,Married,6,Yes,No,12,1,2,80,3,38,1,2,3,14,0,3,Yes
24,Non-Travel,965,Sales,13,5,76,12160,9728,Research Director,20,Sales,1,37-5295899,3,Female,1,2,Married,7,Yes,No,11,4,2,80,3,30,1,4,15,15,4,15,Yes
50,Non-Travel,1376,Research & Development,22,5,112,17920,14336,Manufacturing Director,14,Technical Degree,1,69-1818683,3,Female,3,3,Married,7,Yes,No,25,4,4,80,2,40,5,4,18,16,3,5,Yes
24,Non-Travel,821,Sales,29,1,134,21440,17152,Healthcare Representative,14,Human Resources,1,18-2792458,3,Female,3,1,Married,1,Yes,No,14,2,3,80,0,39,2,1,23,1,6,0,Yes
53,Travel_Rarely,142,Research & Development,50,4,127,20320,16256,Research Director,16,Life Sciences,1,37-1917686,2,Male,2,1,Single,2,Yes,No,17,1,3,80,3,14,2,4,30,2,12,6,Yes
50,Travel_Frequently,1355,Sales,25,1,120,19200,15360,Human Resources,14,Human Resources,1,77-3607720,1,Male,3,2,Single,1,Yes,No,16,3,3,80,0,6,1,1,32,5,1,2,No
25,Travel_Rarely,259,Research & Development,49,1,82,13120,10496,Healthcare Representative,14,Medical,1,61-7784062,1,Female,1,4,Single,2,Yes,No,11,2,3,80,0,31,1,3,26,13,8,13,No
27,Non-Travel,244,Research & Development,40,2,52,8320,6656,Human Resources,14,Technical Degree,1,15-0048256,1,Male,3,3,Married,8,Yes,No,15,3,3,80,0,32,0,4,18,1,11,6,No
41,Non-Travel,1084,Human Resources,6,3,128,20480,16384,Sales Executive,14,Technical Degree,1,86-5385469,3,Male,3,2,Married,0,Yes,No,23,1,1,80,2,15,2,2,36,18,11,3,No
35,Non-Travel,1044,Research & Development,38,4,131,20960,16768,Research Director,18,Life Sciences,1,75-0740498,3,Female,4,4,Married,3,Yes,No,19,2,3,80,2,28,6,1,11,16,1,7,No
33,Non-Travel,1309,Sales,5,2,76,12160,9728,Manager,16,Technical Degree,1,87-9268724,2,Male,3,3,Single,0,Yes,No,25,3,2,80,1,15,3,4,7,9,11,12,Yes
50,Travel_Frequently,210,Sales,31,5,114,18240,14592,Sales Executive,14,Technical Degree,1,80-6804717,3,Male,1,2,Married,6,Yes,No,25,1,3,80,3,38,5,1,37,18,9,2,No
52,Travel_Rarely,604,Research & Development,9,4,147,23520,18816,Manager,16,Technical Degree,1,47-4375344,3,Female,2,3,Single,2,Yes,No,16,2,1,80,2,6,1,1,14,11,14,13,Yes
31,Travel_Frequently,205,Research & Development,26,5,63,10080,8064,Human Resources,14,Life Sciences,1,11-0852360,1,Male,4,1,Single,4,Yes,No,10,2,1,80,3,23,6,1,8,4,9,16,Yes
45,Travel_Rarely,1391,Research & Development,10,4,81,12960,10368,Human Resources,14,Medical,1,94-1886979,3,Female,2,2,Single,6,Yes,No,11,2,4,80,2,12,5,3,2,6,5,16,No
22,Travel_Frequently,725,Sales,41,1,95,15200,12160,Human Resources,14,Medical,1,33-3919895,3,Female,4,3,Married,6,Yes,No,12,1,2,80,1,3,0,3,4,10,4,15,No
19,Travel_Rarely,1478,Sales,1,2,108,17280,13824,Manager,18,Sales,1,53-0923440,3,Male,3,4,Married,3,Yes,No,23,2,3,80,1,22,4,2,13,13,14,16,No
22,Travel_Rarely,528,Research & Development,44,5,68,10880,8704,Human Resources,14,Sales,1,84-7220697,1,Female,4,1,Married,1,Yes,No,18,2,2,80,3,37,0,4,40,3,11,7,Yes
26,Non-Travel,852,Research & Development,11,5,87,13920,11136,Manufacturing Director,16,Technical Degree,1,84-7074448,2,Female,2,2,Single,5,Yes,No,24,2,4,80,3,0,0,4,23,7,7,0,Yes
52,Travel_Rarely,132,Research & Development,27,3,34,5440,4352,Laboratory Technician,16,Human Resources,1,58-1761407,3,Male,3,1,Married,7,Yes,No,24,3,1,80,2,31,2,3,30,17,13,3,No
57,Travel_Rarely,476,Human Resources,21,5,108,17280,13824,Research Scientist,20,Technical Degree,1,16-0593168,3,Female,3,1,Single,8,Yes,No,24,4,3,80,2,40,2,4,37,8,2,3,No
54,Non-Travel,498,Sales,27,5,39,6240,4992,Manufacturing Director,14,Human Resources,1,73-8539498,1,Female,3,1,Married,6,Yes,No,14,3,2,80,2,39,5,3,14,12,12,2,Yes
58,Travel_Frequently,1004,Human Resources,39,1,30,4800,3840,Human Resources,16,Life Sciences,1,99-8269766,3,Male,2,3,Single,4,Yes,No,10,3,4,80,1,0,5,1,13,15,12,13,No
21,Travel_Rarely,1402,Human Resources,3,3,80,12800,10240,Manufacturing Director,16,Sales,1,69-9345736,3,Female,3,4,Single,8,Yes,No,20,2,4,80,2,19,4,4,9,2,13,13,No
42,Travel_Frequently,971,Research & Development,39,2,123,19680,15744,Research Director,20,Sales,1,28-8976339,1,Male,4,2,Single,6,Yes,No,22,1,3,80,1,27,6,2,34,11,3,8,Yes
55,Travel_Frequently,1034,Human Resources,16,3,36,5760,4608,Laboratory Technician,16,Technical Degree,1,22-3286638,3,Male,1,4,Single,2,Yes,No,23,3,2,80,2,7,4,3,8,20,11,2,Yes
56,Travel_Frequently,286,Sales,35,2,44,7040,5632,Healthcare Representative,16,Human Resources,1,77-1575397,2,Female,4,4,Single,3,Yes,No,22,1,4,80,0,10,1,3,29,7,9,15,Yes
40,Travel_Rarely,1486,Human Resources,21,1,114,18240,14592,Human Resources,16,Technical Degree,1,56-6837160,4,Male,2,4,Single,3,Yes,No,20,2,3,80,0,22,5,2,6,11,2,14,Yes
45,Non-Travel,247,Research & Development,19,5,95,15200,12160,Manufacturing Director,16,Technical Degree,1,63-6529738,2,Female,3,1,Married,4,Yes,No,20,1,1,80,2,23,3,1,6,19,2,8,Yes
26,Travel_Rarely,1493,Sales,5,5,55,8800,7040,Research Director,16,Life Sciences,1,02-8819966,2,Male,2,3,Married,1,Yes,No,18,4,4,80,2,36,3,3,31,7,12,0,No
54,Non-Travel,510,Research & Development,26,2,88,14080,11264,Manager,18,Medical,1,40-2253487,2,Female,1,3,Married,2,Yes,No,18,1,2,80,0,30,2,1,17,11,6,11,Yes
36,Travel_Frequently,591,Sales,7,5,36,5760,4608,Sales Executive,14,Other,1,92-6437086,4,Female,1,3,Married,7,Yes,No,25,2,1,80,2,0,6,3,34,17,4,4,Yes
32,Travel_Frequently,1074,Human Resources,43,4,34,5440,4352,Laboratory Technician,16,Human Resources,1,26-3658642,4,Female,4,4,Married,8,Yes,No,23,2,4,80,2,4,4,2,5,16,7,1,No
22,Travel_Rarely,1493,Human Resources,11,2,121,19360,15488,Research Director,20,Life Sciences,1,27-5458315,2,Male,4,1,Single,3,Yes,No,14,2,3,80,0,1,4,1,12,1,5,7,Yes
35,Travel_Frequently,586,Human Resources,28,3,125,20000,16000,Manager,16,Sales,1,36-9190730,1,Male,2,2,Single,0,Yes,No,12,4,4,80,1,40,4,2,39,7,12,12,No
27,Travel_Frequently,1064,Sales,43,5,123,19680,15744,Sales Executive,16,Technical Degree,1,13-8677997,4,Female,4,2,Married,8,Yes,No,21,3,3,80,2,2,4,2,33,0,7,13,Yes
52,Non-Travel,864,Sales,36,1,123,19680,15744,Sales Representative,14,Medical,1,72-8624024,1,Female,2,2,Married,8,Yes,No,19,2,1,80,0,40,2,1,29,13,0,5,Yes
44,Travel_Frequently,261,Sales,21,2,104,16640,13312,Manufacturing Director,14,Human Resources,1,08-4275973,4,Male,3,1,Single,0,Yes,No,22,4,3,80,0,1,2,4,34,14,7,13,No
59,Travel_Rarely,1368,Research & Development,18,2,75,12000,9600,Sales Executive,16,Human Resources,1,61-0880080,1,Male,3,4,Single,1,Yes,No,21,1,2,80,1,35,5,2,9,5,14,14,No
59,Travel_Rarely,1002,Sales,9,2,145,23200,18560,Research Scientist,18,Other,1,69-9815059,4,Female,4,3,Married,0,Yes,No,21,3,4,80,0,39,4,3,22,15,4,10,No
33,Travel_Frequently,146,Research & Development,44,4,81,12960,10368,Research Director,20,Other,1,10-2511514,2,Female,4,1,Single,0,Yes,No,25,3,2,80,3,25,3,3,14,15,1,11,Yes
57,Non-Travel,598,Human Resources,16,3,95,15200,12160,Manufacturing Director,14,Medical,1,59-6447018,4,Female,4,4,Single,6,Yes,No,21,3,4,80,1,2,3,2,30,11,15,8,No
36,Travel_Rarely,822,Sales,42,2,146,23360,18688,Manufacturing Director,16,Life Sciences,1,79-3832308,1,Female,2,2,Married,2,Yes,No,21,1,1,80,1,20,3,3,12,20,8,9,No
20,Travel_Rarely,1016,Research & Development,39,2,132,21120,16896,Manager,14,Other,1,00-9915607,2,Female,4,1,Married,3,Yes,No,13,2,3,80,1,6,2,2,14,7,15,7,No
35,Travel_Frequently,1236,Sales,37,4,142,22720,18176,Manager,14,Life Sciences,1,77-7005984,3,Male,4,2,Single,7,Yes,No,15,2,2,80,2,20,2,2,2,15,8,17,Yes
34,Travel_Rarely,925,Research & Development,36,3,121,19360,15488,Sales Executive,14,Other,1,91-9393888,4,Female,2,2,Single,1,Yes,No,21,1,1,80,2,17,3,2,29,5,0,5,Yes
43,Non-Travel,1136,Human Resources,18,3,109,17440,13952,Research Scientist,18,Other,1,92-9386446,3,Male,4,3,Single,3,Yes,No,24,3,4,80,1,13,6,2,20,13,13,7,No
55,Travel_Frequently,719,Sales,4,3,71,11360,9088,Manufacturing Director,14,Life Sciences,1,15-9627858,2,Male,2,3,Married,6,Yes,No,10,2,1,80,2,32,6,1,37,14,9,2,Yes
60,Non-Travel,452,Sales,24,1,55,8800,7040,Sales Representative,12,Sales,1,00-0071367,1,Female,3,1,Married,2,Yes,No,17,3,3,80,0,19,1,1,0,2,5,16,Yes
60,Non-Travel,1090,Human Resources,35,3,85,13600,10880,Sales Representative,16,Human Resources,1,52-5824761,4,Female,2,4,Single,2,Yes,No,15,1,2,80,2,37,6,2,28,3,1,13,No
49,Non-Travel,712,Human Resources,5,4,98,15680,12544,Laboratory Technician,16,Medical,1,45-9043131,3,Female,2,4,Married,6,Yes,No,25,1,2,80,2,15,3,2,4,3,3,4,Yes
36,Non-Travel,848,Research & Development,35,4,123,19680,15744,Sales Executive,16,Life Sciences,1,83-8673536,4,Male,3,2,Single,3,Yes,No,12,3,4,80,2,13,5,3,5,20,0,8,No
45,Travel_Rarely,363,Research & Development,14,1,51,8160,6528,Laboratory Technician,16,Medical,1,88-0682474,1,Female,3,2,Single,3,Yes,No,14,1,4,80,0,23,4,1,27,0,13,15,Yes
26,Non-Travel,605,Sales,43,3,104,16640,13312,Sales Executive,16,Sales,1,98-7084951,2,Male,3,3,Married,6,Yes,No,25,2,2,80,2,26,5,3,28,8,9,12,Yes
30,Non-Travel,351,Sales,5,1,30,4800,3840,Sales Representative,14,Human Resources,1,69-9407965,3,Female,4,2,Married,2,Yes,No,14,2,1,80,0,10,3,2,36,16,1,5,No
28,Travel_Rarely,629,Human Resources,12,4,53,8480,6784,Sales Executive,18,Other,1,87-8958941,3,Male,3,2,Married,4,Yes,No,12,1,2,80,2,15,1,3,16,4,2,2,Yes
34,Travel_Frequently,1432,Sales,20,5,43,6880,5504,Research Scientist,20,Sales,1,04-4359926,1,Female,4,3,Married,2,Yes,No,20,4,3,80,3,26,2,3,12,17,8,15,No
39,Travel_Rarely,1452,Sales,3,3,148,23680,18944,Research Scientist,16,Other,1,41-7577882,1,Female,1,2,Married,2,Yes,No,18,2,1,80,2,13,2,4,25,3,4,10,Yes
19,Non-Travel,160,Sales,24,2,66,10560,8448,Manufacturing Director,14,Human Resources,1,19-4618621,1,Male,4,3,Single,4,Yes,No,13,2,2,80,0,20,2,4,5,12,13,5,Yes
59,Travel_Frequently,163,Sales,13,5,98,15680,12544,Human Resources,16,Human Resources,1,54-8690220,1,Male,2,1,Married,8,Yes,No,24,2,1,80,3,8,4,4,26,8,10,14,Yes
57,Travel_Frequently,1264,Research & Development,2,2,150,24000,19200,Research Scientist,20,Medical,1,70-7777042,1,Male,3,2,Married,2,Yes,No,17,1,1,80,0,7,1,1,38,16,6,10,Yes
23,Travel_Frequently,385,Sales,11,3,64,10240,8192,Research Scientist,16,Sales,1,92-7435293,1,Female,4,3,Single,2,Yes,No,23,3,4,80,1,16,5,4,14,3,0,7,No
33,Non-Travel,451,Research & Development,36,4,72,11520,9216,Laboratory Technician,16,Medical,1,06-0628009,1,Male,1,4,Married,0,Yes,No,17,2,2,80,2,5,6,2,38,10,3,10,Yes
48,Non-Travel,382,Research & Development,34,1,108,17280,13824,Laboratory Technician,16,Medical,1,01-8113946,4,Female,2,2,Married,3,Yes,No,14,1,3,80,0,22,3,2,0,5,4,0,Yes
51,Travel_Frequently,498,Human Resources,5,5,120,19200,15360,Manager,18,Technical Degree,1,83-3234517,3,Male,3,3,Married,6,Yes,No,11,3,3,80,2,30,5,1,10,10,9,7,Yes
54,Non-Travel,1168,Research & Development,42,3,52,8320,6656,Sales Executive,16,Medical,1,80-0893806,1,Male,1,1,Single,2,Yes,No,19,3,1,80,1,17,6,2,17,1,8,5,No
20,Travel_Frequently,1081,Sales,20,1,95,15200,12160,Human Resources,12,Life Sciences,1,35-1701418,4,Female,2,4,Married,7,Yes,No,16,2,3,80,0,32,4,2,14,5,4,16,No
40,Travel_Frequently,399,Sales,15,4,149,23840,19072,Manufacturing Director,14,Life Sciences,1,76-8266985,1,Male,3,1,Single,8,Yes,No,20,3,4,80,2,34,1,4,12,4,8,6,No
29,Non-Travel,808,Human Resources,42,5,76,12160,9728,Research Director,20,Medical,1,77-1104821,1,Male,1,1,Married,8,Yes,No,15,2,3,80,3,2,2,1,16,4,11,16,No
38,Travel_Rarely,1193,Research & Development,2,5,62,9920,7936,Research Director,18,Life Sciences,1,64-1960371,2,Female,3,3,Married,1,Yes,No,20,3,4,80,2,33,6,2,33,13,5,7,No
20,Travel_Rarely,997,Research & Development,50,3,149,23840,19072,Research Director,16,Technical Degree,1,01-7992367,1,Male,4,3,Single,0,Yes,No,23,3,4,80,1,37,1,1,15,4,1,3,No
18,Non-Travel,1045,Research & Development,50,2,36,5760,4608,Laboratory Technician,16,Life Sciences,1,16-8277950,1,Female,1,1,Single,4,Yes,No,13,1,1,80,0,14,5,2,21,3,10,6,Yes
49,Non-Travel,1472,Sales,39,5,70,11200,8960,Manufacturing Director,16,Human Resources,1,90-4842697,2,Female,2,3,Married,1,Yes,No,25,3,1,80,2,30,5,1,33,0,5,7,Yes
26,Travel_Rarely,1258,Sales,46,3,39,6240,4992,Laboratory Technician,16,Life Sciences,1,69-5081972,3,Female,4,3,Single,8,Yes,No,11,3,1,80,2,33,1,3,21,10,13,11,Yes
30,Travel_Frequently,620,Research & Development,13,1,56,8960,7168,Human Resources,12,Technical Degree,1,51-9277765,3,Male,2,3,Married,1,Yes,No,22,4,3,80,0,26,3,4,39,4,8,9,No
29,Travel_Rarely,306,Human Resources,15,4,125,20000,16000,Sales Executive,18,Medical,1,57-8376034,2,Female,1,3,Married,6,Yes,No,10,4,3,80,3,14,6,4,27,19,15,7,No
49,Travel_Rarely,436,Research & Development,14,4,143,22880,18304,Research Scientist,18,Life Sciences,1,26-3982473,4,Male,4,1,Married,7,Yes,No,12,4,3,80,2,39,0,1,25,1,10,5,Yes
23,Travel_Frequently,1097,Human Resources,42,2,128,20480,16384,Sales Executive,16,Sales,1,81-4074825,2,Female,1,4,Married,1,Yes,No,15,3,4,80,1,13,0,2,26,7,0,15,No
31,Non-Travel,209,Sales,24,1,102,16320,13056,Healthcare Representative,14,Sales,1,25-8854818,2,Male,3,2,Married,2,Yes,No,19,2,4,80,0,8,3,3,21,11,2,11,No
24,Non-Travel,1273,Research & Development,36,1,106,16960,13568,Sales Representative,16,Other,1,41-0204422,4,Male,1,3,Married,7,Yes,No,20,2,2,80,1,7,2,1,18,8,10,0,Yes
56,Non-Travel,302,Sales,49,2,130,20800,16640,Manufacturing Director,16,Medical,1,34-3303483,4,Female,3,2,Married,6,Yes,No,22,2,1,80,0,2,1,2,9,15,14,10,Yes
45,Travel_Frequently,841,Research & Development,18,4,36,5760,4608,Human Resources,14,Life Sciences,1,42-8711139,3,Female,3,4,Single,3,Yes,No,22,4,4,80,2,19,4,1,24,1,11,9,No
28,Travel_Frequently,1154,Research & Development,13,3,84,13440,10752,Human Resources,12,Sales,1,04-8699044,3,Female,2,4,Married,6,Yes,No,13,3,3,80,1,13,2,1,34,20,9,5,No
57,Travel_Rarely,257,Human Resources,27,5,87,13920,11136,Research Scientist,20,Other,1,65-1598415,1,Male,4,4,Single,7,Yes,No,13,4,4,80,2,1,0,4,27,1,8,13,No
23,Travel_Frequently,1490,Sales,17,1,67,10720,8576,Laboratory Technician,14,Medical,1,32-4783399,2,Male,2,2,Married,6,Yes,No,16,3,3,80,1,9,2,2,4,12,10,6,No
52,Travel_Rarely,282,Research & Development,45,5,140,22400,17920,Human Resources,16,Medical,1,40-4167510,4,Male,1,1,Single,6,Yes,No,16,3,3,80,3,21,4,3,2,3,13,3,No
47,Travel_Rarely,1296,Research & Development,34,1,127,20320,16256,Laboratory Technician,16,Human Resources,1,90-6696400,1,Female,2,3,Single,6,Yes,No,20,4,4,80,0,34,2,3,23,2,6,7,No
51,Travel_Rarely,329,Sales,17,5,106,16960,13568,Research Director,20,Sales,1,01-7252815,3,Female,3,3,Married,7,Yes,No,22,2,1,80,3,13,3,1,12,20,4,17,Yes
38,Non-Travel,1139,Sales,13,1,104,16640,13312,Human Resources,16,Other,1,08-4374225,2,Male,3,2,Married,4,Yes,No,15,3,2,80,0,20,6,2,1,1,10,11,Yes
43,Travel_Rarely,1172,Sales,28,3,96,15360,12288,Research Director,20,Life Sciences,1,35-4666029,1,Female,4,4,Married,7,Yes,No,11,1,2,80,2,10,6,2,17,15,10,8,Yes
38,Non-Travel,584,Research & Development,7,2,73,11680,9344,Human Resources,16,Medical,1,99-0238096,3,Female,3,2,Married,4,Yes,No,24,3,3,80,0,5,4,4,27,10,9,11,Yes
44,Travel_Frequently,572,Sales,2,1,84,13440,10752,Healthcare Representative,14,Other,1,17-1077938,1,Male,2,1,Married,1,Yes,No,19,4,4,80,1,13,6,2,9,13,14,1,No
44,Travel_Frequently,514,Research & Development,20,2,90,14400,11520,Human Resources,14,Sales,1,74-8533625,3,Male,1,4,Married,1,Yes,No,12,2,2,80,1,35,3,2,23,18,7,7,No
35,Travel_Frequently,1426,Research & Development,34,5,76,12160,9728,Human Resources,14,Medical,1,87-5106778,3,Male,2,3,Married,4,Yes,No,15,4,3,80,2,27,3,2,24,14,12,12,Yes
34,Travel_Frequently,1462,Research & Development,22,2,58,9280,7424,Sales Executive,18,Medical,1,05-1171820,3,Female,2,1,Married,6,Yes,No,21,1,4,80,0,34,3,1,6,11,3,13,No
28,Travel_Frequently,725,Sales,35,5,132,21120,16896,Research Scientist,18,Technical Degree,1,92-8619110,2,Male,4,2,Married,2,Yes,No,18,4,1,80,2,38,2,2,10,20,2,8,Yes
53,Travel_Rarely,458,Human Resources,34,5,90,14400,11520,Sales Executive,18,Technical Degree,1,76-4539992,2,Female,1,1,Single,2,Yes,No,16,1,1,80,3,21,3,2,6,20,9,6,Yes
23,Travel_Frequently,153,Human Resources,40,1,61,9760,7808,Sales Representative,16,Medical,1,35-7686909,2,Male,3,1,Married,3,Yes,No,15,2,1,80,1,24,0,2,21,17,13,8,Yes
55,Travel_Frequently,1390,Human Resources,18,3,38,6080,4864,Healthcare Representative,16,Medical,1,70-3733816,4,Female,3,3,Single,2,Yes,No,15,3,4,80,2,35,6,1,32,16,8,0,No
42,Travel_Rarely,1348,Research & Development,49,5,51,8160,6528,Human Resources,12,Human Resources,1,24-0053918,3,Female,1,1,Married,3,Yes,No,16,1,2,80,2,4,5,2,38,11,0,6,Yes
42,Non-Travel,862,Research & Development,31,5,133,21280,17024,Sales Executive,14,Technical Degree,1,32-5877205,3,Male,4,1,Married,3,Yes,No,22,4,1,80,3,14,0,1,18,10,10,5,No
47,Non-Travel,716,Human Resources,34,1,37,5920,4736,Laboratory Technician,16,Medical,1,70-1487197,4,Female,4,1,Married,4,Yes,No,17,2,3,80,1,6,0,4,8,15,13,7,Yes
40,Travel_Frequently,444,Sales,42,3,84,13440,10752,Human Resources,12,Technical Degree,1,76-3588375,1,Female,1,4,Married,8,Yes,No,25,3,2,80,1,33,0,1,32,5,2,14,Yes
23,Non-Travel,1112,Research & Development,45,3,74,11840,9472,Laboratory Technician,16,Sales,1,76-8598587,3,Female,1,2,Married,6,Yes,No,17,4,4,80,2,0,2,2,13,16,3,11,No
